70,"('mara', 'liasson', 'nation')",409
71,"('liasson', 'nation', 'public')",351
72,"('nation', 'public', 'radio')",857
73,"('public', 'radio', 'bill')",334
74,"('radio', 'bill', 'kristol')",320
75,"('bill', 'kristol', 'week')",491
76,"('kristol', 'week', 'standard')",491
77,"('week', 'standard', 'juan')",360
78,"('standard', 'juan', 'william')",360
79,"('juan', 'william', 'nation')",346
80,"('william', 'nation', 'public')",344
81,"('mean', 'youv', 'got')",45
82,"('weapon', 'mass', 'destruct')",224
83,"('let', 'ask', 'mara')",36
84,"('peopl', 'dont', 'know')",54
85,"('dont', 'know', 'think')",101
86,"('well', 'think', 'there')",57
87,"('that', 'what', 'go')",52
88,"('what', 'go', 'happen')",200
89,"('take', 'break', 'come')",367
90,"('break', 'come', 'back')",306
91,"('world', 'war', 'ii')",142
92,"('vice', 'presid', 'cheney')",247
93,"('former', 'chief', 'staff')",37
94,"('former', 'secretari', 'state')",31
95,"('mara', 'bill', 'juan')",246
96,"('bill', 'juan', 'well')",159
97,"('think', 'fair', 'say')",218
98,"('think', 'peopl', 'say')",41
99,"('peopl', 'say', 'well')",69
100,"('say', 'well', 'know')",74
101,"('dont', 'know', 'theyr')",34
102,"('think', 'there', 'question')",67
103,"('well', 'ask', 'sunday')",463
104,"('ask', 'sunday', 'panel')",272
105,"('panel', 'fred', 'barn')",45
106,"('nina', 'easton', 'bill')",62
107,"('easton', 'bill', 'kristol')",62
108,"('juan', 'william', 'right')",50
109,"('william', 'right', 'fox')",47
110,"('check', 'latest', 'headlin')",208
111,"('un', 'secur', 'council')",123
112,"('iran', 'nuclear', 'program')",69
113,"('isra', 'prime', 'minist')",52
114,"('first', 'time', 'sinc')",34
115,"('news', 'sunday', 'well')",40
116,"('well', 'know', 'think')",63
117,"('keep', 'countri', 'safe')",36
118,"('dont', 'think', 'there')",249
119,"('well', 'let', 'talk')",139
120,"('next', 'year', 'well')",37
121,"('american', 'peopl', 'want')",161
122,"('think', 'american', 'peopl')",184
123,"('that', 'exact', 'right')",55
124,"('im', 'go', 'ask')",146
125,"('well', 'think', 'think')",45
126,"('im', 'sure', 'know')",32
127,"('presid', 'vice', 'presid')",99
128,"('think', 'that', 'true')",57
129,"('that', 'true', 'think')",33
130,"('thank', 'much', 'come')",410
131,"('thank', 'next', 'well')",46
132,"('next', 'well', 'talk')",44
133,"('want', 'make', 'sure')",228
134,"('let', 'ask', 'question')",195
135,"('peopl', 'go', 'say')",32
136,"('go', 'say', 'well')",31
137,"('stem', 'cell', 'research')",105
138,"('embryon', 'stem', 'cell')",37
139,"('think', 'mani', 'peopl')",36
140,"('thank', 'much', 'share')",32
141,"('thank', 'thank', 'come')",84
142,"('news', 'contributor', 'fred')",34
143,"('contributor', 'fred', 'barn')",34
144,"('fred', 'barn', 'week')",37
145,"('barn', 'week', 'standard')",37
146,"('week', 'standard', 'nina')",46
147,"('standard', 'nina', 'easton')",46
148,"('nina', 'easton', 'fortun')",93
149,"('easton', 'fortun', 'magazin')",93
150,"('fortun', 'magazin', 'bill')",50
151,"('magazin', 'bill', 'kristol')",50
152,"('public', 'radio', 'well')",242
153,"('town', 'hall', 'meet')",111
154,"('peopl', 'say', 'know')",62
155,"('dont', 'think', 'well')",33
156,"('well', 'let', 'pick')",33
157,"('win', 'war', 'iraq')",42
158,"('iraqi', 'secur', 'forc')",128
159,"('iraq', 'studi', 'group')",115
160,"('dont', 'think', 'presid')",79
161,"('well', 'im', 'go')",102
162,"('weve', 'got', 'go')",49
163,"('take', 'quick', 'break')",84
164,"('nina', 'bill', 'juan')",44
165,"('go', 'white', 'hous')",45
166,"('let', 'talk', 'specif')",32
167,"('think', 'there', 'go')",62
168,"('let', 'talk', 'anoth')",33
169,"('reform', 'social', 'secur')",33
170,"('white', 'hous', 'offici')",134
171,"('peopl', 'white', 'hous')",65
172,"('white', 'hous', 'think')",94
173,"('comprehens', 'immigr', 'reform')",78
174,"('your', 'go', 'see')",224
175,"('save', 'social', 'secur')",36
176,"('think', 'hes', 'go')",161
177,"('dont', 'think', 'hes')",86
178,"('say', 'white', 'hous')",41
179,"('social', 'secur', 'reform')",106
180,"('come', 'white', 'hous')",55
181,"('white', 'hous', 'want')",43
182,"('your', 'go', 'get')",150
183,"('that', 'go', 'happen')",77
184,"('thank', 'panel', 'see')",414
185,"('panel', 'see', 'next')",416
186,"('see', 'next', 'week')",572
187,"('interview', 'last', 'sunday')",34
188,"('sure', 'let', 'us')",191
189,"('let', 'us', 'know')",201
190,"('us', 'know', 'thought')",177
191,"('know', 'thought', 'email')",171
192,"('thought', 'email', 'us')",169
193,"('email', 'us', 'fnsfoxnewscom')",173
194,"('us', 'fox', 'news')",33
195,"('well', 'see', 'next')",685
196,"('see', 'next', 'fox')",624
197,"('here', 'power', 'player')",63
198,"('power', 'player', 'week')",1375
199,"('think', 'lot', 'peopl')",126
200,"('lot', 'peopl', 'think')",78
201,"('im', 'go', 'keep')",35
202,"('that', 'today', 'great')",484
203,"('today', 'great', 'week')",481
204,"('great', 'week', 'well')",549
205,"('week', 'well', 'see')",569
206,"('next', 'fox', 'newsim')",62
207,"('fox', 'newsim', 'chris')",62
208,"('newsim', 'chris', 'wallac')",62
209,"('depend', 'foreign', 'oil')",48
210,"('sunday', 'regular', 'brit')",221
211,"('regular', 'brit', 'hume')",218
212,"('brit', 'hume', 'mara')",276
213,"('hume', 'mara', 'liasson')",276
214,"('news', 'washington', 'let')",112
215,"('let', 'start', 'quick')",34
216,"('start', 'quick', 'check')",34
217,"('quick', 'check', 'latest')",208
218,"('new', 'york', 'citi')",187
219,"('well', 'join', 'us')",36
220,"('first', 'time', 'ever')",42
221,"('welcom', 'fox', 'news')",188
222,"('well', 'first', 'dont')",40
223,"('let', 'put', 'screen')",422
224,"('unit', 'state', 'senat')",249
225,"('well', 'wait', 'see')",34
226,"('presid', 'unit', 'state')",666
227,"('everi', 'singl', 'day')",82
228,"('unit', 'state', 'america')",159
229,"('senat', 'major', 'leader')",162
230,"('major', 'leader', 'harri')",37
231,"('leader', 'harri', 'reid')",86
232,"('harri', 'reid', 'said')",37
233,"('dont', 'know', 'that')",60
234,"('health', 'care', 'go')",32
235,"('unit', 'state', 'congress')",39
236,"('congress', 'unit', 'state')",34
237,"('let', 'give', 'exampl')",40
238,"('dont', 'think', 'dont')",60
239,"('look', 'what', 'happen')",53
240,"('begin', 'run', 'time')",31
241,"('senat', 'hillari', 'clinton')",43
242,"('senat', 'barack', 'obama')",46
243,"('barack', 'obama', 'well')",49
244,"('theyr', 'go', 'abl')",47
245,"('think', 'theyr', 'go')",130
246,"('theyr', 'go', 'get')",116
247,"('want', 'thank', 'come')",64
248,"('backim', 'chris', 'wallac')",41
249,"('osama', 'bin', 'laden')",235
250,"('state', 'union', 'speech')",74
251,"('democrat', 'white', 'hous')",37
252,"('right', 'let', 'get')",33
253,"('dont', 'think', 'ever')",37
254,"('right', 'go', 'leav')",128
255,"('thank', 'thank', 'chris')",92
256,"('thank', 'chris', 'come')",43
257,"('senat', 'john', 'mccain')",144
258,"('time', 'sunday', 'regular')",77
259,"('brit', 'hume', 'washington')",261
260,"('hume', 'washington', 'manag')",261
261,"('washington', 'manag', 'editor')",267
262,"('manag', 'editor', 'fox')",268
263,"('editor', 'fox', 'news')",266
264,"('fox', 'news', 'fox')",251
265,"('news', 'fox', 'news')",247
266,"('news', 'contributor', 'mara')",215
267,"('contributor', 'mara', 'liasson')",260
268,"('white', 'hous', 'correspond')",37
269,"('presid', 'bush', 'say')",45
270,"('think', 'big', 'question')",40
271,"('hes', 'go', 'go')",69
272,"('nation', 'secur', 'advis')",78
273,"('right', 'need', 'take')",56
274,"('need', 'take', 'break')",56
275,"('well', 'right', 'back')",115
276,"('democrat', 'dick', 'durbin')",35
277,"('week', 'back', 'brit')",32
278,"('back', 'brit', 'mara')",206
279,"('brit', 'mara', 'bill')",211
280,"('bush', 'tax', 'cut')",398
281,"('senat', 'evan', 'bayh')",40
282,"('vice', 'presidenti', 'candid')",59
283,"('what', 'go', 'well')",35
284,"('look', 'like', 'go')",58
285,"('barack', 'obama', 'go')",40
286,"('go', 'thank', 'panel')",33
287,"('next', 'week', 'time')",131
288,"('week', 'time', 'mail')",122
289,"('us', 'fnsfoxnewscom', 'next')",164
290,"('fnsfoxnewscom', 'next', 'power')",134
291,"('next', 'power', 'player')",383
292,"('got', 'make', 'sure')",34
293,"('program', 'note', 'next')",70
294,"('note', 'next', 'week')",46
295,"('fox', 'news', 'sundayim')",336
296,"('news', 'sundayim', 'chris')",306
297,"('sundayim', 'chris', 'wallac')",308
298,"('think', 'run', 'presid')",33
299,"('ask', 'sunday', 'regular')",108
300,"('juan', 'william', 'power')",217
301,"('william', 'power', 'player')",219
302,"('news', 'washington', 'here')",88
303,"('washington', 'here', 'quick')",82
304,"('here', 'quick', 'check')",84
305,"('defens', 'secretari', 'rumsfeld')",47
306,"('fight', 'war', 'terror')",86
307,"('new', 'york', 'time')",711
308,"('say', 'american', 'peopl')",36
309,"('let', 'talk', 'first')",36
310,"('well', 'dont', 'think')",197
311,"('your', 'go', 'abl')",41
312,"('go', 'abl', 'get')",36
313,"('think', 'go', 'go')",32
314,"('let', 'say', 'thing')",32
315,"('presid', 'dont', 'think')",49
316,"('much', 'come', 'today')",171
317,"('run', 'white', 'hous')",33
318,"('mani', 'mani', 'year')",38
319,"('think', 'weve', 'got')",90
320,"('think', 'hes', 'got')",59
321,"('let', 'ask', 'senat')",58
322,"('think', 'that', 'good')",62
323,"('that', 'good', 'thing')",41
324,"('think', 'your', 'go')",179
325,"('think', 'that', 'go')",139
326,"('governor', 'mitt', 'romney')",69
327,"('thank', 'much', 'talk')",120
328,"('much', 'talk', 'us')",121
329,"('us', 'pleas', 'come')",57
330,"('pleas', 'come', 'back')",271
331,"('come', 'back', 'thank')",67
332,"('back', 'thank', 'chris')",38
333,"('well', 'hear', 'sunday')",38
334,"('wont', 'want', 'miss')",58
335,"('littl', 'bit', 'like')",33
336,"('whether', 'hes', 'go')",32
337,"('go', 'make', 'decis')",48
338,"('middl', 'east', 'peac')",33
339,"('middl', 'east', 'think')",37
340,"('percent', 'american', 'peopl')",53
341,"('go', 'say', 'oh')",33
342,"('im', 'go', 'say')",58
343,"('say', 'im', 'go')",84
344,"('juan', 'let', 'ask')",39
345,"('go', 'take', 'break')",43
346,"('come', 'back', 'day')",72
347,"('nobel', 'peac', 'prize')",35
348,"('martin', 'luther', 'king')",58
349,"('stay', 'tune', 'panel')",398
350,"('tune', 'panel', 'power')",262
351,"('panel', 'power', 'player')",268
352,"('white', 'hous', 'go')",51
353,"('tri', 'find', 'way')",33
354,"('find', 'way', 'get')",31
355,"('bill', 'let', 'ask')",55
356,"('make', 'sure', 'dont')",38
357,"('al', 'qaida', 'iraq')",98
358,"('suprem', 'court', 'justic')",127
359,"('power', 'player', 'weekim')",55
360,"('player', 'weekim', 'chris')",51
361,"('weekim', 'chris', 'wallac')",56
362,"('go', 'im', 'go')",35
363,"('wall', 'street', 'journal')",286
364,"('say', 'wait', 'minut')",35
365,"('say', 'weve', 'got')",66
366,"('right', 'dont', 'think')",34
367,"('think', 'presid', 'go')",52
368,"('someth', 'that', 'go')",37
369,"('presid', 'georg', 'bush')",55
370,"('ask', 'question', 'ask')",44
371,"('dont', 'know', 'go')",57
372,"('that', 'what', 'happen')",42
373,"('go', 'leav', 'thank')",169
374,"('leav', 'thank', 'panel')",107
375,"('republican', 'lindsey', 'graham')",75
376,"('want', 'take', 'look')",58
377,"('nation', 'secur', 'advisor')",50
378,"('iraqi', 'prime', 'minist')",33
379,"('well', 'look', 'think')",48
380,"('weve', 'got', 'get')",97
381,"('senat', 'let', 'ask')",32
382,"('turn', 'thing', 'around')",61
383,"('thank', 'much', 'thank')",75
384,"('news', 'sunday', 'thank')",377
385,"('campaign', 'financ', 'reform')",32
386,"('well', 'wait', 'minut')",80
387,"('dont', 'want', 'talk')",34
388,"('right', 'let', 'ask')",41
389,"('let', 'ask', 'anoth')",94
390,"('suprem', 'court', 'decis')",41
391,"('spent', 'lot', 'time')",55
392,"('dont', 'think', 'peopl')",58
393,"('know', 'im', 'sure')",41
394,"('join', 'us', 'home')",66
395,"('us', 'home', 'state')",87
396,"('rais', 'tax', 'wealthi')",38
397,"('way', 'mean', 'committe')",63
398,"('repeal', 'dont', 'ask')",32
399,"('dont', 'ask', 'dont')",88
400,"('ask', 'dont', 'tell')",88
401,"('young', 'men', 'women')",60
402,"('chairman', 'hous', 'intellig')",38
403,"('hous', 'intellig', 'committe')",69
404,"('dont', 'know', 'what')",50
405,"('know', 'what', 'go')",63
406,"('dont', 'even', 'know')",40
407,"('ive', 'got', 'say')",77
408,"('republican', 'presidenti', 'candid')",81
409,"('say', 'let', 'put')",52
410,"('thank', 'come', 'today')",87
411,"('come', 'today', 'talk')",32
412,"('know', 'dont', 'know')",133
413,"('make', 'tough', 'decis')",52
414,"('senat', 'mitch', 'mcconnel')",42
415,"('lame', 'duck', 'session')",78
416,"('chris', 'thank', 'next')",50
417,"('time', 'sunday', 'gang')",59
418,"('sunday', 'gang', 'brit')",65
419,"('gang', 'brit', 'hume')",66
420,"('let', 'ask', 'bill')",51
421,"('develop', 'nuclear', 'weapon')",60
422,"('dont', 'think', 'go')",151
423,"('think', 'bill', 'right')",33
424,"('doesnt', 'sound', 'like')",42
425,"('hes', 'go', 'run')",51
426,"('mitt', 'romney', 'think')",49
427,"('mayor', 'new', 'york')",54
428,"('think', 'hillari', 'clinton')",44
429,"('think', 'barack', 'obama')",47
430,"('barack', 'obama', 'say')",37
431,"('know', 'hes', 'go')",57
432,"('hes', 'go', 'get')",97
433,"('former', 'vice', 'presid')",47
434,"('thank', 'see', 'next')",38
435,"('senat', 'john', 'kerri')",35
436,"('think', 'youv', 'got')",83
437,"('go', 'make', 'sure')",80
438,"('former', 'hous', 'speaker')",35
439,"('hous', 'speaker', 'newt')",32
440,"('speaker', 'newt', 'gingrich')",38
441,"('white', 'hous', 'right')",36
442,"('democrat', 'leader', 'harri')",38
443,"('ive', 'got', 'tell')",61
444,"('want', 'put', 'screen')",32
445,"('said', 'im', 'go')",51
446,"('im', 'go', 'get')",132
447,"('american', 'peopl', 'right')",51
448,"('want', 'make', 'clear')",40
449,"('peopl', 'want', 'us')",40
450,"('weve', 'got', 'minut')",105
451,"('got', 'minut', 'left')",140
452,"('start', 'pull', 'troop')",36
453,"('come', 'back', 'sir')",114
454,"('work', 'white', 'hous')",41
455,"('think', 'white', 'hous')",119
456,"('white', 'hous', 'presid')",61
457,"('say', 'know', 'go')",44
458,"('last', 'week', 'said')",54
459,"('first', 'time', 'year')",39
460,"('coupl', 'minut', 'left')",136
461,"('minut', 'left', 'let')",35
462,"('think', 'mitt', 'romney')",81
463,"('say', 'mitt', 'romney')",34
464,"('im', 'sure', 'that')",57
465,"('dont', 'think', 'that')",263
466,"('back', 'white', 'hous')",47
467,"('white', 'hous', 'say')",142
468,"('right', 'take', 'break')",224
469,"('long', 'period', 'time')",55
470,"('week', 'next', 'power')",67
471,"('dont', 'know', 'dont')",78
472,"('well', 'im', 'sure')",46
473,"('think', 'your', 'see')",43
474,"('there', 'go', 'lot')",35
475,"('theyr', 'go', 'say')",48
476,"('want', 'get', 'back')",41
477,"('get', 'last', 'word')",71
478,"('stay', 'tune', 'day')",34
479,"('democrat', 'dont', 'want')",32
480,"('think', 'that', 'right')",87
481,"('get', 'someth', 'done')",76
482,"('white', 'hous', 'press')",125
483,"('last', 'coupl', 'day')",56
484,"('middl', 'class', 'tax')",37
485,"('dont', 'think', 'want')",54
486,"('peopl', 'want', 'see')",40
487,"('democrat', 'nation', 'committe')",64
488,"('go', 'go', 'back')",64
489,"('im', 'go', 'go')",75
490,"('american', 'peopl', 'believ')",31
491,"('bring', 'troop', 'home')",69
492,"('rais', 'tax', 'middl')",48
493,"('tax', 'middl', 'class')",76
494,"('know', 'dont', 'think')",81
495,"('go', 'rais', 'tax')",42
496,"('take', 'look', 'say')",45
497,"('republican', 'nation', 'committe')",67
498,"('weve', 'got', 'lot')",74
499,"('time', 'white', 'hous')",35
500,"('thank', 'much', 'next')",39
501,"('sunday', 'thank', 'chris')",182
502,"('think', 'that', 'real')",31
503,"('find', 'common', 'ground')",57
504,"('get', 'thing', 'done')",69
505,"('presid', 'made', 'clear')",37
506,"('nsa', 'warrantless', 'wiretap')",41
507,"('warrantless', 'wiretap', 'program')",42
508,"('well', 'well', 'see')",47
509,"('north', 'korea', 'iran')",39
510,"('done', 'good', 'job')",54
511,"('senat', 'foreign', 'relat')",50
512,"('nation', 'secur', 'interest')",33
513,"('secretari', 'state', 'rice')",68
514,"('white', 'hous', 'said')",58
515,"('chairman', 'joint', 'chief')",84
516,"('joint', 'chief', 'staff')",71
517,"('leav', 'thank', 'much')",67
518,"('fox', 'news', 'channel')",190
519,"('hous', 'major', 'leader')",106
520,"('congressman', 'welcom', 'back')",41
521,"('news', 'sunday', 'chris')",54
522,"('washington', 'post', 'poll')",36
523,"('make', 'big', 'differ')",46
524,"('ask', 'anoth', 'aspect')",38
525,"('said', 'let', 'put')",53
526,"('senat', 'democrat', 'leader')",46
527,"('tri', 'make', 'sure')",48
528,"('hous', 'ethic', 'committe')",31
529,"('theyr', 'go', 'take')",54
530,"('think', 'import', 'thing')",54
531,"('depart', 'homeland', 'secur')",58
532,"('want', 'rais', 'tax')",44
533,"('news', 'contributor', 'bill')",41
534,"('contributor', 'bill', 'kristol')",38
535,"('week', 'standard', 'mara')",88
536,"('standard', 'mara', 'liasson')",88
537,"('doesnt', 'look', 'like')",33
538,"('bush', 'white', 'hous')",116
539,"('white', 'hous', 'know')",45
540,"('say', 'theyr', 'go')",77
541,"('theyr', 'go', 'vote')",37
542,"('last', 'coupl', 'week')",79
543,"('let', 'talk', 'issu')",31
544,"('dont', 'think', 'mean')",48
545,"('dont', 'think', 'american')",65
546,"('come', 'right', 'back')",55
547,"('right', 'back', 'day')",37
548,"('leader', 'john', 'boehner')",47
549,"('turn', 'fox', 'news')",45
550,"('fox', 'news', 'chief')",31
551,"('good', 'morn', 'chris')",71
552,"('know', 'theyr', 'go')",58
553,"('make', 'sure', 'peopl')",45
554,"('long', 'time', 'ago')",48
555,"('think', 'there', 'real')",39
556,"('coupl', 'month', 'ago')",45
557,"('next', 'week', 'well')",67
558,"('senat', 'rick', 'santorum')",31
559,"('democrat', 'charl', 'schumer')",38
560,"('week', 'let', 'take')",50
561,"('know', 'weve', 'got')",55
562,"('us', 'today', 'thank')",53
563,"('averag', 'recent', 'poll')",50
564,"('your', 'go', 'say')",31
565,"('secur', 'border', 'first')",37
566,"('minut', 'left', 'want')",183
567,"('left', 'want', 'get')",43
568,"('want', 'get', 'last')",34
569,"('come', 'today', 'thank')",34
570,"('well', 'take', 'look')",53
571,"('need', 'make', 'sure')",77
572,"('presid', 'bush', 'said')",51
573,"('next', 'week', 'next')",98
574,"('real', 'clear', 'polit')",44
575,"('clear', 'polit', 'averag')",38
576,"('dont', 'think', 'think')",132
577,"('im', 'go', 'let')",48
578,"('first', 'let', 'say')",39
579,"('well', 'see', 'campaign')",31
580,"('see', 'campaign', 'trail')",39
581,"('week', 'let', 'put')",44
582,"('weve', 'got', 'second')",119
583,"('got', 'second', 'left')",115
584,"('hous', 'press', 'secretari')",88
585,"('fox', 'news', 'poll')",37
586,"('doesnt', 'make', 'sens')",55
587,"('american', 'peopl', 'know')",64
588,"('dont', 'want', 'see')",49
589,"('get', 'act', 'togeth')",39
590,"('dont', 'know', 'mean')",63
591,"('hes', 'go', 'come')",31
592,"('news', 'sunday', 'exclus')",95
593,"('york', 'time', 'report')",53
594,"('state', 'depart', 'offici')",58
595,"('last', 'coupl', 'year')",53
596,"('dont', 'know', 'much')",69
597,"('well', 'think', 'hes')",44
598,"('think', 'unit', 'state')",59
599,"('that', 'good', 'question')",34
600,"('back', 'moment', 'back')",39
601,"('sooner', 'rather', 'later')",33
602,"('let', 'bring', 'senat')",73
603,"('final', 'weve', 'got')",36
604,"('weve', 'got', 'coupl')",72
605,"('got', 'coupl', 'minut')",92
606,"('know', 'there', 'lot')",33
607,"('us', 'foreign', 'polici')",32
608,"('peopl', 'unit', 'state')",36
609,"('secretari', 'state', 'condoleezza')",58
610,"('state', 'condoleezza', 'rice')",58
611,"('chris', 'let', 'start')",72
612,"('go', 'tri', 'get')",33
613,"('come', 'back', 'well')",92
614,"('presid', 'state', 'union')",44
615,"('iran', 'north', 'korea')",41
616,"('time', 'make', 'sure')",81
617,"('let', 'ask', 'let')",36
618,"('let', 'go', 'back')",143
619,"('want', 'ask', 'question')",92
620,"('left', 'want', 'ask')",70
621,"('dont', 'know', 'im')",34
622,"('thank', 'thank', 'much')",42
623,"('much', 'come', 'talk')",35
624,"('come', 'talk', 'us')",50
625,"('thank', 'sir', 'thank')",33
626,"('secur', 'council', 'resolut')",43
627,"('unit', 'state', 'go')",46
628,"('spend', 'much', 'time')",38
629,"('dont', 'think', 'make')",32
630,"('think', 'right', 'thing')",33
631,"('senat', 'clinton', 'senat')",36
632,"('mara', 'let', 'ask')",32
633,"('im', 'go', 'take')",41
634,"('well', 'think', 'look')",40
635,"('think', 'that', 'what')",32
636,"('coupl', 'week', 'ago')",102
637,"('right', 'thank', 'panel')",61
638,"('thank', 'panel', 'that')",57
639,"('panel', 'that', 'today')",67
640,"('that', 'today', 'see')",59
641,"('today', 'see', 'next')",59
642,"('talk', 'show', 'host')",58
643,"('washington', 'let', 'get')",71
644,"('let', 'get', 'quick')",66
645,"('get', 'quick', 'check')",64
646,"('hous', 'chief', 'staff')",86
647,"('hous', 'republican', 'leader')",36
648,"('end', 'video', 'clip')",44
649,"('think', 'republican', 'parti')",42
650,"('panel', 'time', 'brit')",77
651,"('time', 'brit', 'hume')",77
652,"('want', 'go', 'back')",147
653,"('your', 'go', 'hear')",33
654,"('im', 'go', 'tell')",31
655,"('think', 'that', 'fair')",38
656,"('dont', 'think', 'republican')",38
657,"('that', 'right', 'think')",31
658,"('war', 'terror', 'think')",36
659,"('former', 'speaker', 'hous')",64
660,"('speaker', 'hous', 'newt')",54
661,"('hous', 'newt', 'gingrich')",53
662,"('nation', 'secur', 'council')",57
663,"('fight', 'al', 'qaida')",94
664,"('world', 'trade', 'center')",53
665,"('interview', 'last', 'week')",32
666,"('former', 'presid', 'clinton')",39
667,"('top', 'republican', 'hous')",32
668,"('talk', 'white', 'hous')",39
669,"('go', 'give', 'us')",32
670,"('talk', 'us', 'today')",86
671,"('dont', 'want', 'go')",65
672,"('unit', 'arab', 'emir')",31
673,"('go', 'al', 'qaida')",46
674,"('white', 'hous', 'well')",86
675,"('let', 'bring', 'mr')",33
676,"('set', 'record', 'straight')",35
677,"('unit', 'state', 'say')",35
678,"('american', 'peopl', 'think')",70
679,"('dont', 'think', 'theyr')",51
680,"('nation', 'intellig', 'estim')",92
681,"('white', 'hous', 'tri')",46
682,"('american', 'peopl', 'say')",81
683,"('wait', 'wait', 'wait')",212
684,"('dont', 'know', 'exact')",52
685,"('panel', 'brit', 'hume')",183
686,"('al', 'qaida', 'leader')",32
687,"('ok', 'let', 'talk')",56
688,"('georg', 'hw', 'bush')",46
689,"('question', 'dont', 'think')",31
690,"('let', 'talk', 'polit')",39
691,"('sunday', 'panel', 'weigh')",39
692,"('go', 'dont', 'think')",36
693,"('let', 'talk', 'littl')",65
694,"('talk', 'littl', 'bit')",83
695,"('attack', 'unit', 'state')",46
696,"('week', 'white', 'hous')",32
697,"('director', 'nation', 'intellig')",93
698,"('ask', 'panel', 'brit')",86
699,"('first', 'sunday', 'show')",32
700,"('suprem', 'court', 'rule')",63
701,"('sunday', 'good', 'chris')",39
702,"('protect', 'american', 'peopl')",48
703,"('there', 'big', 'differ')",35
704,"('nation', 'secur', 'issu')",57
705,"('presid', 'nation', 'secur')",43
706,"('say', 'your', 'go')",83
707,"('john', 'mccain', 'say')",33
708,"('thank', 'next', 'sunday')",31
709,"('next', 'sunday', 'panel')",56
710,"('think', 'end', 'day')",57
711,"('need', 'take', 'quick')",42
712,"('hous', 'democrat', 'leader')",33
713,"('think', 'dont', 'know')",48
714,"('senat', 'judiciari', 'committe')",127
715,"('fox', 'newsopinion', 'dynam')",31
716,"('time', 'mail', 'last')",33
717,"('war', 'terror', 'well')",35
718,"('whatev', 'want', 'call')",41
719,"('win', 'war', 'terror')",39
720,"('dont', 'want', 'get')",75
721,"('peopl', 'dont', 'like')",52
722,"('governor', 'welcom', 'back')",67
723,"('thank', 'chris', 'let')",42
724,"('said', 'dont', 'want')",32
725,"('foreign', 'intellig', 'surveil')",50
726,"('intellig', 'surveil', 'act')",36
727,"('think', 'there', 'lot')",52
728,"('senat', 'intellig', 'committe')",110
729,"('al', 'qaida', 'oper')",37
730,"('unit', 'state', 'govern')",34
731,"('right', 'let', 'talk')",97
732,"('thank', 'come', 'thank')",38
733,"('ive', 'ever', 'seen')",33
734,"('sunday', 'thank', 'much')",59
735,"('well', 'let', 'say')",121
